unsat_SMILE,sat_SMILE,delta_H,nH2,pH2
CCC1(C)CC(=O)C1O,CCC1(C)CC(O)C1O,54.9280855,1,1.55
CCC1(O)CC(=O)C1C,CCC1(O)CC(O)C1C,49.506428,1,1.55
CCC1(O)CC(=O)C1O,CCC1(O)CC(O)C1O,60.354994,1,1.53
COC1(C)CC(=O)C1C,COC1(C)CC(O)C1C,54.017037,1,1.55
COC1(C)CC(=O)C1O,COC1(C)CC(O)C1O,67.9348125,1,1.53
OCC1(O)CC(=O)C1O,OCC1(O)CC(O)C1O,57.3435455,1,1.5
CC1(CO)CC(O)C1=O,CC1(CO)CC(O)C1O,64.687069,1,1.53
CC1CC(C)(CO)C1=O,CC1CC(C)(CO)C1O,36.5233305,1,1.55
CC1CC(O)(CO)C1=O,CC1CC(O)(CO)C1O,50.861186,1,1.53
CC1OC(C)(CO)C1=O,CC1OC(C)(CO)C1O,58.254594,1,1.53
CCC1(C)CC(C)C1=O,CCC1(C)CC(C)C1O,42.643371,1,1.57
CCC1(C)CC(O)C1=O,CCC1(C)CC(O)C1O,60.6884325,1,1.55
CCC1(C)OC(C)C1=O,CCC1(C)OC(C)C1O,56.2565885,1,1.55
CCC1(O)CC(C)C1=O,CCC1(O)CC(C)C1O,55.2746515,1,1.55
CCC1(O)CC(O)C1=O,CCC1(O)CC(O)C1O,71.508118,1,1.53
COC1(C)CC(C)C1=O,COC1(C)CC(C)C1O,62.7678285,1,1.55
COC1(C)CC(O)C1=O,COC1(C)CC(O)C1O,81.5138985,1,1.53
OCC1(O)CC(O)C1=O,OCC1(O)CC(O)C1O,67.396585,1,1.5
CCC1(C)CC1(C)C#C,CCC1(C)CC1(C)CC,135.8315553,2,3.2
CCC1(C)CC1(O)C#C,CCC1(C)CC1(O)CC,143.4743857,2,3.15
CCC1(C)OC1(C)C#C,CCC1(C)OC1(C)CC,143.541336,2,3.15
CCC1(O)CC1(O)C#C,CCC1(O)CC1(O)CC,149.727014,2,3.1
CC1(CO)CC1(C)C=O,CC1(CO)CC1(C)CO,48.9787025,1,1.55
CC1(CO)CC1(O)C=O,CC1(CO)CC1(O)CO,64.697571,1,1.53
CC1(CO)NC1(C)C=O,CC1(CO)NC1(C)CO,46.6315055,1,1.54
CC1(CO)OC1(C)C=O,CC1(CO)OC1(C)CO,68.698833,1,1.53
CCC1(C)CC1(C)C=O,CCC1(C)CC1(C)CO,51.2733895,1,1.57
CCC1(C)CC1(O)C=O,CCC1(C)CC1(O)CO,63.5292235,1,1.55
CCC1(C)NC1(C)C=O,CCC1(C)NC1(C)CO,48.7896665,1,1.56
CCC1(C)OC1(C)C=O,CCC1(C)OC1(C)CO,78.0324855,1,1.55
CCC1(O)CC1(C)C=O,CCC1(O)CC1(C)CO,56.2670905,1,1.55
CCC1(O)CC1(O)C=O,CCC1(O)CC1(O)CO,58.3989965,1,1.53
COC1(C)CC1(C)C=O,COC1(C)CC1(C)CO,52.452239,1,1.55
COC1(C)CC1(O)C=O,COC1(C)CC1(O)CO,57.7951315,1,1.53
OCC1(O)CC1(O)C=O,OCC1(O)CC1(O)CO,59.5332125,1,1.5
CC#CC1CC1(C)CO,CCCC1CC1(C)CO,130.8929898,2,3.15
CC#CC1CC1(O)CO,CCCC1CC1(O)CO,131.6241915,2,3.1
CC#CC1OC1(C)CO,CCCC1OC1(C)CO,137.5696363,2,3.1
CC(=O)C1CC1(C)CO,CC(O)C1CC1(C)CO,43.3286265,1,1.55
CC(=O)C1CC1(O)CO,CC(O)C1CC1(O)CO,35.743557,1,1.53
CC(=O)C1NC1(C)CO,CC(O)C1NC1(C)CO,58.8610845,1,1.54
CC(=O)C1OC1(C)CO,CC(O)C1OC1(C)CO,62.602422,1,1.53
CCC1(C)CC1C(C)=O,CCC1(C)CC1C(C)O,35.2788435,1,1.57
CCC1(C)NC1C(C)=O,CCC1(C)NC1C(C)O,65.9236795,1,1.56
CCC1(C)OC1C(C)=O,CCC1(C)OC1C(C)O,61.5495965,1,1.55
CCC1(O)CC1C(C)=O,CCC1(O)CC1C(C)O,37.0536815,1,1.55
COC1(C)CC1C(C)=O,COC1(C)CC1C(C)O,48.6268855,1,1.55
CC1(CO)CC1CC=O,CC1(CO)CC1CCO,65.7398945,1,1.55
CC1(CO)CN1CC=O,CC1(CO)CN1CCO,75.8690735,1,1.54
CC1(CO)NC1CC=O,CC1(CO)NC1CCO,61.2135325,1,1.54
CC1(CO)OC1CC=O,CC1(CO)OC1CCO,69.087407,1,1.53
CCC1(C)CC1CC=O,CCC1(C)CC1CCO,65.789779,1,1.57
CCC1(C)CN1CC=O,CCC1(C)CN1CCO,75.4647465,1,1.56
CCC1(C)OC1CC=O,CCC1(C)OC1CCO,69.166172,1,1.55
CCC1(O)CC1CC=O,CCC1(O)CC1CCO,67.1839195,1,1.55
COC1(C)CC1CC=O,COC1(C)CC1CCO,64.056949,1,1.55
CC1=CCC(C)(CO)C1,CC1CCC(C)(CO)C1,97.2196395,1,1.57
CC1=CCC(O)(CO)C1,CC1CCC(O)(CO)C1,99.259653,1,1.55
CCC1(C)CC=C(C)C1,CCC1(C)CCC(C)C1,94.980088,1,1.6
CCC1(O)CC=C(C)C1,CCC1(O)CCC(C)C1,99.511701,1,1.57
COC1(C)CC=C(C)C1,COC1(C)CCC(C)C1,97.012225,1,1.57
CC1(CO)CC=CC1=O,CC1(CO)CCCC1O,63.9125465,2,3.1
CCC1(C)CC=CC1=O,CCC1(C)CCCC1O,69.91837775,2,3.15
CCC1(O)CC=CC1=O,CCC1(O)CCCC1O,74.3252795,2,3.1
COC1(C)CC=CC1=O,COC1(C)CCCC1O,79.3609885,2,3.1
OCC1(O)CC=CC1=O,OCC1(O)CCCC1O,74.0102195,2,3.05
CC1(CO)CC=CC1O,CC1(CO)CCCC1O,103.943545,1,1.55
CC1C=CCC1(C)CO,CC1CCCC1(C)CO,104.9176055,1,1.57
CC1C=CCC1(O)CO,CC1CCCC1(O)CO,103.5838515,1,1.55
CCC1(C)CC=CC1C,CCC1(C)CCCC1C,106.3563795,1,1.6
CCC1(C)CC=CC1O,CCC1(C)CCCC1O,107.3960775,1,1.57
CCC1(O)CC=CC1C,CCC1(O)CCCC1C,106.527037,1,1.57
CCC1(O)CC=CC1O,CCC1(O)CCCC1O,115.5456295,1,1.55
COC1(C)CC=CC1C,COC1(C)CCCC1C,103.6678675,1,1.57
COC1(C)CC=CC1O,COC1(C)CCCC1O,112.5210535,1,1.55
OCC1(O)CC=CC1O,OCC1(O)CCCC1O,114.8892545,1,1.53
CC1(CO)CC(=O)CO1,CC1(CO)CC(O)CO1,55.881142,1,1.53
CC1(CO)CCC(=O)C1,CC1(CO)CCC(O)C1,42.2994305,1,1.55
CCC1(C)CC(=O)CO1,CCC1(C)CC(O)CO1,56.4141185,1,1.55
CCC1(C)CCC(=O)C1,CCC1(C)CCC(O)C1,44.050639,1,1.57
CCC1(O)CCC(=O)C1,CCC1(O)CCC(O)C1,46.235055,1,1.55
COC1(C)CC(=O)CO1,COC1(C)CC(O)CO1,62.675936,1,1.53
COC1(C)CCC(=O)C1,COC1(C)CCC(O)C1,41.7218205,1,1.55
OCC1(O)CCC(=O)C1,OCC1(O)CCC(O)C1,52.252701,1,1.53
CCC1(C)CCC(C)=C1,CCC1(C)CCC(C)C1,96.733922,1,1.6
CCC1(O)CCC(C)=C1,CCC1(O)CCC(C)C1,100.5487735,1,1.57
COC1(C)CCC(C)=C1,COC1(C)CCC(C)C1,97.374544,1,1.57
CC1(CO)CCC1C=O,CC1(CO)CCC1CO,65.32244,1,1.55
CC1(CO)COC1C=O,CC1(CO)COC1CO,84.8692875,1,1.53
CC1(CO)OCC1C=O,CC1(CO)OCC1CO,71.4162255,1,1.53
CCC1(C)CCC1C=O,CCC1(C)CCC1CO,64.6529375,1,1.57
CCC1(C)COC1C=O,CCC1(C)COC1CO,82.692748,1,1.55
CCC1(C)OCC1C=O,CCC1(C)OCC1CO,68.163231,1,1.55
CCC1(O)CCC1C=O,CCC1(O)CCC1CO,64.182973,1,1.55
CCC1(O)COC1C=O,CCC1(O)COC1CO,71.754915,1,1.53
COC1(C)CCC1C=O,COC1(C)CCC1CO,67.8035375,1,1.55
COC1(C)COC1C=O,COC1(C)COC1CO,84.341562,1,1.53
CC1=CCCC1(C)CO,CC1CCCC1(C)CO,94.602016,1,1.57
CC1=CCCC1(O)CO,CC1CCCC1(O)CO,94.864566,1,1.55
CC1=CCOC1(C)CO,CC1CCOC1(C)CO,100.9898575,1,1.55
CCC1(C)CCC=C1C,CCC1(C)CCCC1C,92.937449,1,1.6
CCC1(C)OCC=C1C,CCC1(C)OCCC1C,100.0289245,1,1.57
CCC1(O)CCC=C1C,CCC1(O)CCCC1C,95.5078135,1,1.57
COC1(C)CCC=C1C,COC1(C)CCCC1C,91.755974,1,1.57
COC1(C)OCC=C1C,COC1(C)OCCC1C,109.924434,1,1.55
CC1(CO)CC=CCO1,CC1(CO)CCCCO1,112.3215155,1,1.55
CC1(CO)CCC=CC1,CC1(CO)CCCCC1,107.755771,1,1.57
CCC1(C)CC=CCO1,CCC1(C)CCCCO1,111.179423,1,1.57
CCC1(C)CCC=CC1,CCC1(C)CCCCC1,107.503723,1,1.6
CCC1(O)CCC=CC1,CCC1(O)CCCCC1,111.961822,1,1.57
COC1(C)CC=CCO1,COC1(C)CCCCO1,128.4683405,1,1.55
COC1(C)CCC=CC1,COC1(C)CCCCC1,113.3139545,1,1.57
OCC1(O)CCC=CC1,OCC1(O)CCCCC1,113.9020665,1,1.55
CC1(CO)CCCC1=O,CC1(CO)CCCC1O,33.154814,1,1.55
CC1(CO)COCC1=O,CC1(CO)COCC1O,48.67677,1,1.53
CC1(CO)OCCC1=O,CC1(CO)OCCC1O,55.917899,1,1.53
CCC1(C)CCCC1=O,CCC1(C)CCCC1O,46.3059435,1,1.57
CCC1(C)COCC1=O,CCC1(C)COCC1O,50.5329985,1,1.55
CCC1(C)OCCC1=O,CCC1(C)OCCC1O,48.0020165,1,1.55
CCC1(O)CCCC1=O,CCC1(O)CCCC1O,49.7768545,1,1.55
CCC1(O)COCC1=O,CCC1(O)COCC1O,60.748819,1,1.53
COC1(C)CCCC1=O,COC1(C)CCCC1O,56.043923,1,1.55
COC1(C)COCC1=O,COC1(C)COCC1O,69.759535,1,1.53
COC1(C)OCCC1=O,COC1(C)OCCC1O,71.975457,1,1.53
OCC1(O)CCCC1=O,OCC1(O)CCCC1O,54.374105,1,1.53
OCC1(O)COCC1=O,OCC1(O)COCC1O,69.2738175,1,1.5
CC1(CO)CCCC=C1,CC1(CO)CCCCC1,111.263439,1,1.57
CCC1(C)CCCC=C1,CCC1(C)CCCCC1,111.541742,1,1.6
CCC1(O)CCCC=C1,CCC1(O)CCCCC1,114.9575175,1,1.57
COC1(C)CCCC=C1,COC1(C)CCCCC1,122.3666785,1,1.57
OCC1(O)CCCC=C1,OCC1(O)CCCCC1,118.578082,1,1.55
CC1C(C)C1(CO)C=O,CC1C(C)C1(CO)CO,52.284207,1,1.55
CC1C(O)C1(CO)C=O,CC1C(O)C1(CO)CO,62.2322265,1,1.53
CC1N(C)C1(CO)C=O,CC1N(C)C1(CO)CO,66.0759585,1,1.54
CCC1(C=O)C(C)C1C,CCC1(CO)C(C)C1C,49.522181,1,1.57
CCC1(C=O)C(C)C1O,CCC1(CO)C(C)C1O,51.123736,1,1.55
CCC1(C=O)C(C)N1C,CCC1(CO)C(C)N1C,65.521978,1,1.56
CCC1(C=O)C(O)C1O,CCC1(CO)C(O)C1O,53.1112395,1,1.53
COC1(C=O)C(C)C1C,COC1(CO)C(C)C1C,56.800067,1,1.55
COC1(C=O)C(C)C1O,COC1(CO)C(C)C1O,55.1328745,1,1.53
COC1(C=O)C(O)C1O,COC1(CO)C(O)C1O,55.1643805,1,1.5
OCC1(C=O)C(O)C1O,OCC1(CO)C(O)C1O,61.9591745,1,1.5
CCC1(C=O)C2CC1C2,CCC1(CO)C2CC1C2,63.7497655,1,1.6
CCC1(C=O)C2CC1O2,CCC1(CO)C2CC1O2,64.928615,1,1.57
COC1(C=O)C2CC1C2,COC1(CO)C2CC1C2,72.910135,1,1.57
COC1(C=O)C2CC1N2,COC1(CO)C2CC1N2,56.947095,1,1.56
COC1(C=O)C2CC1O2,COC1(CO)C2CC1O2,78.6731075,1,1.55
OCC1(C=O)C2CC1C2,OCC1(CO)C2CC1C2,59.205025,1,1.57
OCC1(C=O)C2CC1O2,OCC1(CO)C2CC1O2,59.063248,1,1.55
OCC1(C=O)C2CN1C2,OCC1(CO)C2CN1C2,66.0129465,1,1.56
CCC1(C=O)C2CCC12,CCC1(CO)C2CCC12,51.8615015,1,1.6
CCC1(C=O)C2CCN12,CCC1(CO)C2CCN12,65.0152565,1,1.59
CCC1(C=O)C2COC12,CCC1(CO)C2COC12,52.399729,1,1.57
COC1(C=O)C2CCC12,COC1(CO)C2CCC12,67.3414495,1,1.57
COC1(C=O)C2COC12,COC1(CO)C2COC12,59.4281925,1,1.55
OCC1(C=O)C2CCC12,OCC1(CO)C2CCC12,55.886393,1,1.57
OCC1(C=O)C2CCN12,OCC1(CO)C2CCN12,73.067665,1,1.56
OCC1(C=O)C2COC12,OCC1(CO)C2COC12,67.2889395,1,1.55
CC#CCC1(CO)CC1,CCCCC1(CO)CC1,132.666515,2,3.15
CC#CCC1(CO)CN1,CCCCC1(CO)CN1,137.9043875,2,3.12
CC#CCC1(CO)CO1,CCCCC1(CO)CO1,139.6319665,2,3.1
CC(=O)CC1(CO)CC1,CC(O)CC1(CO)CC1,51.1368635,1,1.55
CC(=O)CC1(CO)CN1,CC(O)CC1(CO)CN1,46.035517,1,1.54
CC(=O)CC1(CO)CO1,CC(O)CC1(CO)CO1,48.640013,1,1.53
CCC1(CC(C)=O)CC1,CCC1(CC(C)O)CC1,50.000022,1,1.57
CCC1(CC(C)=O)CO1,CCC1(CC(C)O)CO1,57.2280235,1,1.55
COC1(CC(C)=O)CC1,COC1(CC(C)O)CC1,54.0354155,1,1.55
CCC1(CC(=O)C1)OC,CCC1(CC(O)C1)OC,48.986579,1,1.55
CCC1(CC)CC(=O)C1,CCC1(CC)CC(O)C1,47.8917455,1,1.57
CCC1(CO)CC(=O)C1,CCC1(CO)CC(O)C1,48.6163835,1,1.55
COC1(CO)CC(=O)C1,COC1(CO)CC(O)C1,54.6445315,1,1.53
OCC1(CO)CC(=O)C1,OCC1(CO)CC(O)C1,48.613758,1,1.53
CCC1(CC)CC1C=O,CCC1(CC)CC1CO,51.633083,1,1.57
CCC1(CC)NC1C=O,CCC1(CC)NC1CO,69.7726625,1,1.56
CCC1(CC)OC1C=O,CCC1(CC)OC1CO,76.701357,1,1.55
CCC1(CC1C=O)OC,CCC1(CC1CO)OC,56.232959,1,1.55
CCC1(CO)CC1C=O,CCC1(CO)CC1CO,42.5829845,1,1.55
CCC1(CO)NC1C=O,CCC1(CO)NC1CO,67.9873225,1,1.54
CCC1(CO)OC1C=O,CCC1(CO)OC1CO,79.3189805,1,1.53
COC1(CO)CC1C=O,COC1(CO)CC1CO,58.6037855,1,1.53
CCC1(CC)CC=CC1,CCC1(CC)CCCC1,103.7413815,1,1.6
CCC1(CC=CC1)OC,CCC1(CCCC1)OC,108.6090585,1,1.57
CCC1(CO)CC=CC1,CCC1(CO)CCCC1,105.5451,1,1.57
COC1(CO)CC=CC1,COC1(CO)CCCC1,115.369721,1,1.55
OCC1(CO)CC=CC1,OCC1(CO)CCCC1,104.3294935,1,1.55
CCC1(CC)CCC1=O,CCC1(CC)CCC1O,49.243878,1,1.57
CCC1(CC)OCC1=O,CCC1(CC)OCC1O,50.4096,1,1.55
CCC1(CCC1=O)OC,CCC1(CCC1O)OC,63.951929,1,1.55
CCC1(CO)CCC1=O,CCC1(CO)CCC1O,37.85971,1,1.55
CCC1(CO)OCC1=O,CCC1(CO)OCC1O,54.888703,1,1.53
COC1(CO)CCC1=O,COC1(CO)CCC1O,65.238424,1,1.53
OCC1(CO)CCC1=O,OCC1(CO)CCC1O,48.487734,1,1.53
OCC1(CO)OCC1=O,OCC1(CO)OCC1O,70.673209,1,1.5
CCC1(CC)CCC=C1,CCC1(CC)CCCC1,103.9094135,1,1.6
CCC1(CCC=C1)OC,CCC1(CCCC1)OC,107.96056,1,1.57
CCC1(CO)CCC=C1,CCC1(CO)CCCC1,107.955309,1,1.57
COC1(CO)CCC=C1,COC1(CO)CCCC1,109.772155,1,1.55
OCC1(CO)CCC=C1,OCC1(CO)CCCC1,108.06558,1,1.55
CC1(C)CC1(CO)C=O,CC1(C)CC1(CO)CO,56.5821505,1,1.55
CC1(C)NC1(CO)C=O,CC1(C)NC1(CO)CO,58.375367,1,1.54
CC1(C)OC1(CO)C=O,CC1(C)OC1(CO)CO,75.514631,1,1.53
CC1(O)CC1(CO)C=O,CC1(O)CC1(CO)CO,43.887858,1,1.53
CCC1(CC1)C(=O)C=O,CCC1(CC1)C(O)CO,68.378522,2,3.1
CCC1(CN1)C(=O)C=O,CCC1(CN1)C(O)CO,83.46070675,2,3.08
CCC1(CO1)C(=O)C=O,CCC1(CO1)C(O)CO,81.71474925,2,3.05
COC1(CC1)C(=O)C=O,COC1(CC1)C(O)CO,73.162183,2,3.05
CC(C=O)C1(CO)CC1,CC(CO)C1(CO)CC1,61.1085125,1,1.55
CC(C=O)C1(CO)CN1,CC(CO)C1(CO)CN1,81.684556,1,1.54
CC(C=O)C1(CO)CO1,CC(CO)C1(CO)CO1,72.138238,1,1.53
CCC1(CC1)C(C)C=O,CCC1(CC1)C(C)CO,65.884297,1,1.57
CCC1(CC1)C(O)C=O,CCC1(CC1)C(O)CO,61.153146,1,1.55
CCC1(CN1)C(O)C=O,CCC1(CN1)C(O)CO,70.379153,1,1.54
CCC1(CO1)C(C)C=O,CCC1(CO1)C(C)CO,64.687069,1,1.55
CCC1(CO1)C(O)C=O,CCC1(CO1)C(O)CO,73.9104505,1,1.53
COC1(CC1)C(C)C=O,COC1(CC1)C(C)CO,68.656825,1,1.55
COC1(CC1)C(O)C=O,COC1(CC1)C(O)CO,57.91853,1,1.53
CC#CC1(CO)CC1C,CCCC1(CO)CC1C,128.9606218,2,3.15
CC#CC1(CO)CC1O,CCCC1(CO)CC1O,130.9323722,2,3.1
CC#CC1(CO)CN1C,CCCC1(CO)CN1C,132.8266705,2,3.12
CC#CC1(CO)NC1C,CCCC1(CO)NC1C,132.3816482,2,3.12
CC#CC1(CO)OC1C,CCCC1(CO)OC1C,138.337595,2,3.1
CC(=O)C1(CO)CC1O,CC(O)C1(CO)CC1O,38.348053,1,1.53
CCC1(CC1C)C(C)=O,CCC1(CC1C)C(C)O,40.810772,1,1.57
CCC1(CC1O)C(C)=O,CCC1(CC1O)C(C)O,44.1084,1,1.55
CCC1(CN1C)C(C)=O,CCC1(CN1C)C(C)O,55.944154,1,1.56
CCC1(NC1C)C(C)=O,CCC1(NC1C)C(C)O,47.8969965,1,1.56
CCC1(OC1C)C(C)=O,CCC1(OC1C)C(C)O,56.742306,1,1.55
COC1(CC1C)C(C)=O,COC1(CC1C)C(C)O,42.753642,1,1.55
COC1(CC1O)C(C)=O,COC1(CC1O)C(C)O,49.432914,1,1.53
CC1CC1(CO)CC=O,CC1CC1(CO)CCO,59.4702005,1,1.55
CC1NC1(CO)CC=O,CC1NC1(CO)CCO,77.92484,1,1.54
CC1OC1(CO)CC=O,CC1OC1(CO)CCO,69.99583,1,1.53
CCC1(CC=O)CC1C,CCC1(CCO)CC1C,63.253546,1,1.57
CCC1(CC=O)CC1O,CCC1(CCO)CC1O,64.11471,1,1.55
CCC1(CC=O)CN1C,CCC1(CCO)CN1C,59.1078815,1,1.56
CCC1(CC=O)OC1C,CCC1(CCO)OC1C,68.714586,1,1.55
CN1CC1(CO)CC=O,CN1CC1(CO)CCO,79.2559685,1,1.54
COC1(CC=O)CC1C,COC1(CCO)CC1C,66.283373,1,1.55
COC1(CC=O)CC1O,COC1(CCO)CC1O,68.0765895,1,1.53
CCC1(CC=O)CCC1,CCC1(CCO)CCC1,64.2066025,1,1.57
CCC1(CC=O)CCO1,CCC1(CCO)CCO1,61.473457,1,1.55
CCC1(CC=O)COC1,CCC1(CCO)COC1,60.024181,1,1.55
COC1(CC=O)CCC1,COC1(CCO)CCC1,65.469468,1,1.55
COC1(CC=O)COC1,COC1(CCO)COC1,62.612924,1,1.53
CC#CC1(CO)CCC1,CCCC1(CO)CCC1,130.5687405,2,3.15
CC#CC1(CO)CCO1,CCCC1(CO)CCO1,142.4149965,2,3.1
CC#CC1(CO)COC1,CCCC1(CO)COC1,130.203796,2,3.1
CC(=O)C1(CO)CCC1,CC(O)C1(CO)CCC1,48.755535,1,1.55
CC(=O)C1(CO)CCO1,CC(O)C1(CO)CCO1,56.5086365,1,1.53
CC(=O)C1(CO)COC1,CC(O)C1(CO)COC1,54.5290095,1,1.53
CCC1(CCC1)C(C)=O,CCC1(CCC1)C(C)O,49.480173,1,1.57
CCC1(CCO1)C(C)=O,CCC1(CCO1)C(C)O,53.607459,1,1.55
CCC1(COC1)C(C)=O,CCC1(COC1)C(C)O,51.6357085,1,1.55
COC1(CCC1)C(C)=O,COC1(CCC1)C(C)O,49.868747,1,1.55
COC1(COC1)C(C)=O,COC1(COC1)C(C)O,56.259214,1,1.53
CC1CCC1(CO)C=O,CC1CCC1(CO)CO,75.6957905,1,1.55
CC1COC1(CO)C=O,CC1COC1(CO)CO,77.3341025,1,1.53
CC1OCC1(CO)C=O,CC1OCC1(CO)CO,78.470944,1,1.53
CCC1(CC1)OCC=O,CCC1(CC1)OCCO,78.796506,1,1.55
CCC1(CCC=O)CC1,CCC1(CCCO)CC1,64.834097,1,1.57
CCC1(CCC=O)CO1,CCC1(CCCO)CO1,65.2883085,1,1.55
COC1(CCC=O)CC1,COC1(CCCO)CC1,64.235483,1,1.55
CC1C2CC(=O)C12CO,CC1C2CC(O)C12CO,43.142216,1,1.57
CC1N2CC(=O)C12CO,CC1N2CC(O)C12CO,54.3452245,1,1.56
CCC12C(C)C1CC2=O,CCC12C(C)C1CC2O,38.9440415,1,1.6
CCC12C(C)N1CC2=O,CCC12C(C)N1CC2O,45.8701105,1,1.59
CCC12C(CC1=O)N2C,CCC12C(CC1O)N2C,45.095588,1,1.59
CCC12C(O)C1CC2=O,CCC12C(O)C1CC2O,54.4607465,1,1.57
CN1C2CC(=O)C12CO,CN1C2CC(O)C12CO,53.7781165,1,1.56
COC12C(C)C1CC2=O,COC12C(C)C1CC2O,49.700715,1,1.57
COC12C(O)C1CC2=O,COC12C(O)C1CC2O,64.891858,1,1.55
OCC12C(O)C1CC2=O,OCC12C(O)C1CC2O,52.867068,1,1.55
CCC12C3C(CN13)C2=O,CCC12C3C(CN13)C2O,44.5573605,1,1.61
CCC12C3CC(C13)C2=O,CCC12C3CC(C13)C2O,55.0278545,1,1.62
CCC12C3OC(C13)C2=O,CCC12C3OC(C13)C2O,78.4368125,1,1.6
COC12C3CC(C13)C2=O,COC12C3CC(C13)C2O,62.5787925,1,1.6
COC12C3OC(C13)C2=O,COC12C3OC(C13)C2O,87.0904605,1,1.57
OCC12C3C(CN13)C2=O,OCC12C3C(CN13)C2O,48.6898975,1,1.59
OCC12C3CC(C13)C2=O,OCC12C3CC(C13)C2O,57.382928,1,1.6
OCC12C3OC(C13)C2=O,OCC12C3OC(C13)C2O,82.6586165,1,1.57
CCC12C3CC1=CCC23,CCC12C3CC1CCC23,309.688227,1,1.65
COC12C3CC1=CCC23,COC12C3CC1CCC23,312.5894045,1,1.62
OCC12C3CC1=CCC23,OCC12C3CC1CCC23,308.9137045,1,1.62
OCC12C3CC1=CCN23,OCC12C3CC1CCN23,335.911721,1,1.61
OCC12C3CC=C1CN23,OCC12C3CCC1CN23,324.2991345,1,1.61
CCC12C3CC1C(=O)C23,CCC12C3CC1C(O)C23,39.4481375,1,1.62
CCC12C3OC1C(=O)C23,CCC12C3OC1C(O)C23,50.4804885,1,1.6
CNC12C3OC1C(=O)C23,CNC12C3OC1C(O)C23,56.3090985,1,1.59
COC12C3CC1C(=O)C23,COC12C3CC1C(O)C23,46.555366,1,1.6
COC12C3NC1C(=O)C23,COC12C3NC1C(O)C23,53.003594,1,1.59
COC12C3OC1C(=O)C23,COC12C3OC1C(O)C23,55.550329,1,1.57
OCC12C3CC1C(=O)C23,OCC12C3CC1C(O)C23,42.617116,1,1.6
OCC12C3OC1C(=O)C23,OCC12C3OC1C(O)C23,49.5458105,1,1.57
CCC12C3CC1C=CC23,CCC12C3CC1CCC23,124.306923,1,1.65
COC12C3CC1C=CC23,COC12C3CC1CCC23,118.226265,1,1.62
OCC12C3C=CC1CN23,OCC12C3CCC1CN23,127.762081,1,1.61
OCC12C3CC1C=CC23,OCC12C3CC1CCC23,122.6764875,1,1.62
CCC12C=CC3C1CC23,CCC12CCC3C1CC23,151.606872,1,1.65
CCC12C=CC3C1OC23,CCC12CCC3C1OC23,151.33382,1,1.62
COC12C=CC3C1CC23,COC12CCC3C1CC23,153.817543,1,1.62
COC12C=CC3C1OC23,COC12CCC3C1OC23,151.522856,1,1.6
OCC12C=CC3C1CC23,OCC12CCC3C1CC23,153.90681,1,1.62
OCC12C=CC3C1CN23,OCC12CCC3C1CN23,156.175242,1,1.61
OCC12C=CC3C1OC23,OCC12CCC3C1OC23,153.098156,1,1.6
CCC12C=CC3CC1C23,CCC12CCC3CC1C23,127.75683,1,1.65
CCC12C=CC3OC1C23,CCC12CCC3OC1C23,135.664836,1,1.62
COC12C=CC3CC1C23,COC12CCC3CC1C23,128.875293,1,1.62
COC12C=CC3OC1C23,COC12CCC3OC1C23,137.3425305,1,1.6
OCC12C=CC3CC1C23,OCC12CCC3CC1C23,130.8417925,1,1.62
OCC12C=CC3CC1N23,OCC12CCC3CC1N23,133.69046,1,1.61
OCC12C=CC3CN1C23,OCC12CCC3CN1C23,129.1142135,1,1.61
OCC12C=CC3OC1C23,OCC12CCC3OC1C23,137.114112,1,1.6
CC1C2CC=CC12CO,CC1C2CCCC12CO,102.0715635,1,1.6
CC1N2CC=CC12CO,CC1N2CCCC12CO,105.130271,1,1.59
CCC12C=CCC1C2C,CCC12CCCC1C2C,100.519893,1,1.62
CCC12C=CCC1C2O,CCC12CCCC1C2O,104.2559795,1,1.6
CN1C2CC=CC12CO,CN1C2CCCC12CO,102.310484,1,1.59
COC12C=CCC1C2C,COC12CCCC1C2C,103.8989115,1,1.6
COC12C=CCC1C2O,COC12CCCC1C2O,109.3757045,1,1.57
OCC12C=CCC1C2O,OCC12CCCC1C2O,109.824665,1,1.57
CC1C2C(=O)CC12CO,CC1C2C(O)CC12CO,41.614175,1,1.57
CCC12CC(=O)C1C2C,CCC12CC(O)C1C2C,38.1196345,1,1.6
CCC12CC(=O)C1C2O,CCC12CC(O)C1C2O,48.125415,1,1.57
CCC12CC(=O)C1N2C,CCC12CC(O)C1N2C,46.849422,1,1.59
CN1C2C(=O)CC12CO,CN1C2C(O)CC12CO,50.068285,1,1.56
COC12CC(=O)C1C2C,COC12CC(O)C1C2C,42.5567295,1,1.57
COC12CC(=O)C1C2O,COC12CC(O)C1C2O,52.531004,1,1.55
OCC12CC(=O)C1C2O,OCC12CC(O)C1C2O,52.168685,1,1.55
CC12CC(CO)(C1)C2=O,CC12CC(CO)(C1)C2O,52.189689,1,1.57
CC12CC(CO)(O1)C2=O,CC12CC(CO)(O1)C2O,90.469479,1,1.55
CCC12CC(C)(C1)C2=O,CCC12CC(C)(C1)C2O,53.6363395,1,1.6
CCC12CC(C)(O1)C2=O,CCC12CC(C)(O1)C2O,83.5512865,1,1.57
CCC12CC(O)(C1)C2=O,CCC12CC(O)(C1)C2O,63.2614225,1,1.57
