,unsat_SMILE,sat_SMILE,unsat_enthalpy,sat_enthalpy,nH2,pH2,delta_H
14485,CC1CC=CC2(C)OC12,CC1CCCC2(C)OC12,-386.637827,-387.847291,1,1.6,111.2188055
14486,CC1CC=CC2(O)CC12,CC1CCCC2(O)CC12,-386.636548,-387.842508,1,1.6,102.0190535
14487,OC1CC=CC2(O)CC12,OC1CCCC2(O)CC12,-422.551148,-423.757887,1,1.57,104.064318
14488,CC1CC=CC2(CC2)C1,CC1CCCC2(CC2)C1,-350.722132,-351.931208,1,1.62,110.2001115
14489,CC1CC=CC2(CC2)O1,CC1CCCC2(CC2)O1,-386.627116,-387.837575,1,1.6,113.831178
14490,CC1CC=CC2(CO2)C1,CC1CCCC2(CO2)C1,-386.632594,-387.84242,1,1.6,112.1692365
14491,OC1CC=CC2(CC2)C1,OC1CCCC2(CC2)C1,-386.637908,-387.847427,1,1.6,111.363208
14492,OC1CC=CC2(CO2)C1,OC1CCCC2(CO2)C1,-422.547615,-423.757896,1,1.57,113.363839
14493,CC12CC1C=CCC2O,CC12CC1CCCC2O,-386.639048,-387.844249,1,1.6,100.026299
14494,CC12NC1C=CCC2O,CC12NC1CCCC2O,-402.680961,-403.890729,1,1.59,112.0169575
14495,CC12OC1C=CCC2O,CC12OC1CCCC2O,-422.553114,-423.763691,1,1.57,114.140987
14496,CC1CC=CC2CC12C,CC1CCCC2CC12C,-350.723198,-351.927862,1,1.62,98.6164055
14497,CC1CC=CC2CC12O,CC1CCCC2CC12O,-386.637704,-387.843272,1,1.6,100.9898575
14498,CC1CC=CC2OC12C,CC1CCCC2OC12C,-386.63728,-387.84652,1,1.6,110.6306935
14499,OC1CC=CC2CC12O,OC1CCCC2CC12O,-422.554892,-423.760727,1,1.57,101.690866
14500,CC1CC=CC2CC1C2,CC1CCCC2CC1C2,-350.709797,-351.924108,1,1.62,123.944604
14501,CC1CC=CC2CC1O2,CC1CCCC2CC1O2,-386.622358,-387.838684,1,1.6,129.2349865
14502,OC1CC=CC2CC1C2,OC1CCCC2CC1C2,-386.627159,-387.84052,1,1.6,121.450379
14503,OC1CC=CC2CC1O2,OC1CCCC2CC1O2,-422.541653,-423.755189,1,1.57,121.9098415
14504,CC1CC=CC2CC2C1,CC1CCCC2CC2C1,-350.711745,-351.922037,1,1.62,113.3927195
14505,CC1CC=CC2CC2O1,CC1CCCC2CC2O1,-386.616434,-387.82845,1,1.6,117.9190815
14506,CC1CC=CC2OC2C1,CC1CCCC2OC2C1,-386.621012,-387.833651,1,1.6,119.554768
14507,OC1CC=CC2CC2C1,OC1CCCC2CC2C1,-386.628209,-387.839029,1,1.6,114.7789835
14508,OC1CC=CC2CN2C1,OC1CCCC2CN2C1,-402.656047,-403.867469,1,1.59,116.3595345
14509,OC1CC=CC2OC2C1,OC1CCCC2OC2C1,-422.536764,-423.749841,1,1.57,120.704737
14510,CC1CC=CC2CCC12,CC1CCCC2CCC12,-350.7227,-351.928423,1,1.62,101.39681
14511,CC1CC=CC2COC12,CC1CCCC2COC12,-386.631822,-387.836278,1,1.6,98.0703015
14512,CC1CC=CC2OCC12,CC1CCCC2OCC12,-386.627624,-387.834118,1,1.6,103.4210705
14513,OC1CC=CC2CCC12,OC1CCCC2CCC12,-386.638024,-387.84384,1,1.6,101.6409815
14514,OC1CC=CC2COC12,OC1CCCC2COC12,-422.547704,-423.752131,1,1.57,97.994162
14515,OC1CC=CC2OCC12,OC1CCCC2OCC12,-422.544134,-423.749604,1,1.57,100.7325585
14516,CC1=CC=CCC(O)C1,CC1CCCCC(O)C1,-386.647476,-389.056224,2,3.15,97.8550105
14517,CC1CC=CC=C(C)C1,CC1CCCCC(C)C1,-350.731148,-353.139363,2,3.2,97.15531475
14518,CC1CC=CC=CC1=O,CC1CCCCCC1O,-385.459677,-389.055278,3,4.72,82.52121533
14519,OC1CC=CC=CC1=O,OC1CCCCCC1O,-421.379117,-424.974046,3,4.65,81.93310333
14520,CC1C=CC=CCC1O,CC1CCCCCC1O,-386.646486,-389.055278,2,3.15,97.9127715
14521,CC1CC=CC=CC1C,CC1CCCCCC1C,-350.727069,-353.137256,2,3.2,99.74405775
14522,CC1CC=CC=CC1O,CC1CCCCCC1O,-386.643864,-389.055278,2,3.15,101.354802
14523,OC1CC=CC=CC1O,OC1CCCCCC1O,-422.562802,-424.974046,2,3.1,101.1316345
14524,CC1CC=CC=CC=C1,CC1CCCCCCC1,-349.515316,-353.130495,3,4.79,99.65522833
14525,OC1CC=CC=CC=C1,OC1CCCCCCC1,-385.431496,-389.047566,3,4.72,100.4350018
14526,CC1CC=CCC(=O)C1,CC1CCCCC(O)C1,-386.662314,-389.056224,2,3.15,78.376426
14527,OC1CC=CCC(=O)C1,OC1CCCCC(O)C1,-422.578308,-424.971666,2,3.1,77.651788
14528,CC1CC=CCC(C)=C1,CC1CCCCC(C)C1,-350.721601,-353.139363,2,3.2,109.688139
14529,CC1CC=CCC(C)C1,CC1CCCCC(C)C1,-351.933924,-353.139363,1,1.6,100.651168
14530,CC1CC=CCC(C)O1,CC1CCCCC(C)O1,-387.843601,-389.049258,1,1.57,101.223527
14531,CC1CC=CCC(O)C1,CC1CCCCC(O)C1,-387.850764,-389.056224,1,1.57,100.7063035
14532,OC1CC=CCC(O)C1,OC1CCCCC(O)C1,-423.76688,-424.971666,1,1.55,98.9367165
14533,CC1(C)CC=CCC1O,CC1(C)CCCCC1O,-387.862242,-389.070187,1,1.57,107.230671
14534,CC1(O)CC=CCC1O,CC1(O)CCCCC1O,-423.781201,-424.989177,1,1.55,107.3120615
14535,CC1CC=CCC1(C)C,CC1CCCCC1(C)C,-351.943821,-353.151836,1,1.6,107.414456
14536,CC1CC=CCC1(C)O,CC1CCCCC1(C)O,-387.863436,-389.072393,1,1.57,109.887677
14537,CC1CC=CCC11CC1,CC1CCCCC11CC1,-350.718752,-351.928623,1,1.62,112.287384
14538,CC1CC=CCC11CO1,CC1CCCCC11CO1,-386.631418,-387.840693,1,1.6,110.722586
14539,OC1CC=CCC11CC1,OC1CCCCC11CC1,-386.636736,-387.846658,1,1.6,112.4212845
14540,OC1CC=CCC11CN1,OC1CCCCC11CN1,-402.674831,-403.883934,1,1.59,110.271
14541,OC1CC=CCC11CO1,OC1CCCCC11CO1,-422.547134,-423.756037,1,1.57,109.7459
14542,CC1CC=CCC1C=O,CC1CCCCC1CO,-386.659632,-389.060116,2,3.15,87.0064445
14543,CC1CC=CCC2CC12,CC1CCCCC2CC12,-350.705746,-351.916911,1,1.62,115.684781
14544,CC1CC=CCC2OC12,CC1CCCCC2OC12,-386.618026,-387.833333,1,1.6,126.559602
14545,OC1CC=CCC2CC12,OC1CCCCC2CC12,-386.625229,-387.834641,1,1.6,111.0822795
14546,OC1CC=CCC2NC12,OC1CCCCC2NC12,-402.669091,-403.881248,1,1.59,118.289277
14547,OC1CC=CCC2OC12,OC1CCCCC2OC12,-422.536747,-423.742933,1,1.57,102.6124165
14548,OC1CC=CCN2CC12,OC1CCCCN2CC12,-402.652957,-403.865675,1,1.59,119.7621825
14549,CC1=CCC=CCC1O,CC1CCCCCC1O,-386.63906,-389.055278,2,3.15,107.661253
14550,CC1CC=CCC=C1C,CC1CCCCCC1C,-350.72167,-353.137256,2,3.2,106.831595
14551,CC1CC=CCC=CC1,CC1CCCCCCC1,-350.715646,-353.130495,2,3.2,105.8640983
14552,OC1CC=CCC=CC1,OC1CCCCCCC1,-386.632859,-389.047566,2,3.15,105.6776878
14553,CC1CC=CCCC1=O,CC1CCCCCC1O,-386.660634,-389.055278,2,3.15,79.3399845
14554,OC1CC=CCCC1=O,OC1CCCCCC1O,-422.574173,-424.974046,2,3.1,86.20435425
14555,CC1CC=CCCC=C1,CC1CCCCCCC1,-350.71506,-353.130495,2,3.2,106.6333698
14556,OC1CC=CCCC=C1,OC1CCCCCCC1,-386.626733,-389.047566,2,3.15,113.7195943
14557,CC1CC(=O)C(=O)CO1,CC1CC(O)C(O)CO1,-458.494748,-460.895064,2,3.05,86.7859025
14558,CC1CCC(=O)C(=O)C1,CC1CCC(O)C(O)C1,-422.594708,-424.987702,2,3.1,77.173947
14559,OC1CCC(=O)C(=O)C1,OC1CCC(O)C(O)C1,-458.509042,-460.903883,2,3.05,79.59859625
14560,CC1=CC(O)CCC1=O,CC1CC(O)CCC1O,-422.591987,-424.985335,2,3.1,77.6386605
14561,CC1CCC(=O)C(C)=C1,CC1CCC(O)C(C)C1,-386.678488,-389.069407,2,3.15,74.44999075
14562,CC1CC(C)C(=O)CO1,CC1CC(C)C(O)CO1,-423.782455,-424.977164,1,1.55,72.479553
14563,CC1CC(O)C(=O)CO1,CC1CC(O)C(O)CO1,-459.699376,-460.895064,1,1.53,75.0499175
14564,CC1CC(O)CCC1=O,CC1CC(O)CCC1O,-423.796862,-424.985335,1,1.55,56.106935
14565,CC1CCC(=O)C(C)C1,CC1CCC(O)C(C)C1,-387.881813,-389.069407,1,1.57,53.7991205
14566,CC1CCC(=O)C(C)O1,CC1CCC(O)C(C)O1,-423.785957,-424.980263,1,1.55,71.4214765
14567,CC1CCC(=O)C(O)C1,CC1CCC(O)C(O)C1,-423.800224,-424.987702,1,1.55,53.4945625
14568,CC1OCC(=O)C(C)O1,CC1OCC(O)C(C)O1,-459.693299,-460.892837,1,1.53,85.1580925
14569,OC1CCC(=O)C(O)C1,OC1CCC(O)C(O)C1,-459.714232,-460.903883,1,1.53,59.199774
14570,CC1(C)C(O)CCC1=O,CC1(C)C(O)CCC1O,-423.795448,-424.97873,1,1.55,42.4779645
14571,CC1(O)C(O)CCC1=O,CC1(O)C(O)CCC1O,-459.714205,-460.896352,1,1.53,39.498022
14572,CC1CCC(=O)C1(C)C,CC1CCC(O)C1(C)C,-387.880464,-389.063711,1,1.57,42.386072
14573,CC1CCC(=O)C1(C)O,CC1CCC(O)C1(C)O,-423.798426,-424.982976,1,1.55,45.8070985
14574,CC1OCC(=O)C1(C)C,CC1OCC(O)C1(C)C,-423.785055,-424.969198,1,1.55,44.73852
14575,CC1OCC(=O)C1(C)O,CC1OCC(O)C1(C)O,-459.700897,-460.887777,1,1.53,51.9245135
14576,CC1CCC(=O)C11CC1,CC1CCC(O)C11CC1,-386.659108,-387.836781,1,1.6,27.751535
14577,CC1CCC(=O)C11CN1,CC1CCC(O)C11CN1,-402.690323,-403.875977,1,1.59,48.7056505
14578,CC1CCC(=O)C11CO1,CC1CCC(O)C11CO1,-422.559089,-423.747125,1,1.57,54.9595915
14579,CC1OCC(=O)C11CC1,CC1OCC(O)C11CC1,-422.559583,-423.743635,1,1.57,44.4995995
14580,CC1OCC(=O)C11CN1,CC1OCC(O)C11CN1,-438.589346,-439.781693,1,1.56,66.278122
14581,CC1OCC(=O)C11CO1,CC1OCC(O)C11CO1,-458.458385,-459.650613,1,1.55,65.9656875
14582,OC1CCC(=O)C11CC1,OC1CCC(O)C11CC1,-422.574174,-423.75724,1,1.57,41.9108565
14583,OC1CCC(=O)C11CN1,OC1CCC(O)C11CN1,-438.605505,-439.793403,1,1.56,54.5972725
14584,OC1CCC(=O)C11CO1,OC1CCC(O)C11CO1,-458.474222,-459.662395,1,1.55,55.319285
14585,CC1CCC(=O)C1C=O,CC1CCC(O)C1CO,-422.590655,-424.970373,2,3.1,59.745878
14586,CC1OCC(=O)C1C=O,CC1OCC(O)C1CO,-458.494218,-460.877788,2,3.05,64.802591
14587,CC1CCC(=O)C2CC12,CC1CCC(O)C2CC12,-386.655386,-387.841946,1,1.6,51.0843535
14588,CC1CCC(=O)C2CN12,CC1CCC(O)C2CN12,-402.681738,-403.870401,1,1.59,56.60578
14589,CC1CCC(=O)C2NC12,CC1CCC(O)C2NC12,-402.697136,-403.888085,1,1.59,62.607673
14590,CC1CCC(=O)C2OC12,CC1CCC(O)C2OC12,-422.566655,-423.758307,1,1.57,64.4533995
14591,CC1OCC(=O)C2CC12,CC1OCC(O)C2CC12,-422.563383,-423.748962,1,1.57,48.508738
14592,CC1OCC(=O)C2NC12,CC1OCC(O)C2NC12,-438.595614,-439.791195,1,1.56,74.768989
14593,CC1OCC(=O)C2OC12,CC1OCC(O)C2OC12,-458.464671,-459.661177,1,1.55,77.1975765
14594,OC1CCC(=O)C2CC12,OC1CCC(O)C2CC12,-422.572781,-423.757196,1,1.57,45.452656
14595,OC1CCC(=O)C2NC12,OC1CCC(O)C2NC12,-438.61367,-439.804857,1,1.56,63.232542
14596,OC1CCC(=O)C2OC12,OC1CCC(O)C2OC12,-458.481121,-459.67361,1,1.55,66.650943
14597,CC1=CC(=O)CCC1O,CC1CC(O)CCC1O,-422.592231,-424.985335,2,3.1,77.3183495
14598,CC1CCC(=O)C=C1C,CC1CCC(O)CC1C,-386.677967,-389.06755,2,3.15,72.69615675
14599,CC1CC=CC(=O)CO1,CC1CCCC(O)CO1,-422.56821,-424.963826,2,3.1,80.6159775
14600,CC1CCC(=O)CC1=O,CC1CCC(O)CC1O,-422.607699,-424.988561,2,3.1,61.247664
14601,CC1CC(=O)CCC1O,CC1CC(O)CCC1O,-423.797774,-424.985335,1,1.55,53.712479
14602,CC1CC(=O)COC1C,CC1CC(O)COC1C,-423.780603,-424.970122,1,1.55,58.853208
14603,CC1CCC(=O)CC1C,CC1CCC(O)CC1C,-387.879227,-389.06755,1,1.57,55.71311
14604,CC1CCC(=O)CC1O,CC1CCC(O)CC1O,-423.796181,-424.988561,1,1.55,66.3647635
14605,CC1OCC(=O)CC1O,CC1OCC(O)CC1O,-459.697964,-460.890992,1,1.53,68.0660875
14606,CC1CCC(=C1)C1CC1,CC1CCC(C1)C1CC1,-350.713914,-351.917573,1,1.62,95.977778
14607,CC1CCC(=C1)C1CO1,CC1CCC(C1)C1CO1,-386.62222,-387.82705,1,1.6,99.0522385
14608,OC1CCC(=C1)C1CC1,OC1CCC(C1)C1CC1,-386.630108,-387.834695,1,1.6,98.414242
14609,OC1CCC(=C1)C1CO1,OC1CCC(C1)C1CO1,-422.537233,-423.743544,1,1.57,102.940604
14610,CC1(C)CCC(O)C1=O,CC1(C)CCC(O)C1O,-423.795452,-424.979221,1,1.55,43.756583
14611,CC1(C)OCC(O)C1=O,CC1(C)OCC(O)C1O,-459.699859,-460.889929,1,1.53,60.2998585
14612,CC1(O)CCC(O)C1=O,CC1(O)CCC(O)C1O,-459.710486,-460.90207,1,1.53,64.2748655
14613,CC1CCC(C)(C)C1=O,CC1CCC(C)(C)C1O,-387.880943,-389.062983,1,1.57,39.2170935
14614,CC1CCC(C)(O)C1=O,CC1CCC(C)(O)C1O,-423.797682,-424.977284,1,1.55,32.8161245
14615,CC1COC(C)(C)C1=O,CC1COC(C)(C)C1O,-423.787538,-424.97296,1,1.55,48.0965345
14616,CC1OCC(C)(C)C1=O,CC1OCC(C)(C)C1O,-423.783744,-424.971105,1,1.55,53.187379
14617,CC1OCC(C)(O)C1=O,CC1OCC(C)(O)C1O,-459.699362,-460.88889,1,1.53,58.8768375
14618,CC1(C)CCC(O)C=C1,CC1(C)CCC(O)CC1,-387.859562,-389.071069,1,1.57,116.582702
14619,CC1(O)CCC(O)C=C1,CC1(O)CCC(O)CC1,-423.776943,-424.990003,1,1.55,120.6601035
14620,CC1CCC(C)(C)C=C1,CC1CCC(C)(C)CC1,-351.944439,-353.154715,1,1.6,113.3507115
14621,CC1CCC(C)(O)C=C1,CC1CCC(C)(O)CC1,-387.862833,-389.075495,1,1.57,119.6151545
14622,CC1CC(C)=C(C)CO1,CC1CC(C)C(C)CO1,-387.851277,-389.057941,1,1.57,103.8674055
14623,CC1CCC(C)=C(C)C1,CC1CCC(C)C(C)C1,-351.94583,-353.151205,1,1.6,100.483136
14624,CC1CCC(C)=C1C=O,CC1CCC(C)C1CO,-386.66677,-389.051797,2,3.15,66.71526775
14625,CC1=CC=CC(O)CC1,CC1CCCC(O)CC1,-386.64565,-389.056112,2,3.15,100.105064
14626,CC1CC(=O)C(C)CO1,CC1CC(O)C(C)CO1,-423.785015,-424.974319,1,1.55,58.2887255
14627,CC1CC(=O)C(O)CO1,CC1CC(O)C(O)CO1,-459.69623,-460.895064,1,1.53,83.3097405
14628,CC1CCC(C)C(=O)C1,CC1CCC(C)C(O)C1,-387.879429,-389.068318,1,1.57,57.199143
14629,CC1CCC(O)C(=O)C1,CC1CCC(O)C(O)C1,-423.794599,-424.987702,1,1.55,68.263
14630,CC1CCC(O)CC1=O,CC1CCC(O)CC1O,-423.798265,-424.988561,1,1.55,60.8932215
14631,CC1COC(C)C(=O)C1,CC1COC(C)C(O)C1,-423.779731,-424.970461,1,1.55,62.0326885
14632,CC1OCC(O)CC1=O,CC1OCC(O)CC1O,-459.698287,-460.890992,1,1.53,67.218051
14633,OC1CCC(O)C(=O)C1,OC1CCC(O)C(O)C1,-459.709716,-460.903883,1,1.53,71.056532
14634,CC1=CC(O)CCC1O,CC1CC(O)CCC1O,-423.776001,-424.985335,1,1.55,110.8774905
14635,CC1CCC(C)C(C)=C1,CC1CCC(C)C(C)C1,-351.944287,-353.151205,1,1.6,104.5342825
14636,CC1CCC(O)C(C)=C1,CC1CCC(O)C(C)C1,-387.861268,-389.069407,1,1.57,107.740018
14637,CC1CCC(O)C=C1C,CC1CCC(O)CC1C,-387.860174,-389.06755,1,1.57,105.7367615
14638,CC1COC(C)C(C)=C1,CC1COC(C)C(C)C1,-387.849184,-389.055113,1,1.57,101.937663
14639,CC1CCC(C)C1C=O,CC1CCC(C)C1CO,-387.86201,-389.051797,1,1.57,59.556842
14640,CC1CCC(O)C1C=O,CC1CCC(O)C1CO,-423.776519,-424.970373,1,1.55,70.2347505
14641,CC1COC(C)C1C=O,CC1COC(C)C1CO,-423.769801,-424.960897,1,1.55,62.9936215
14642,CC1OCC(O)C1C=O,CC1OCC(O)C1CO,-459.682905,-460.877788,1,1.53,72.93639
14643,CC1CC=CC(O)CO1,CC1CCCC(O)CO1,-423.75407,-424.963826,1,1.55,111.9854515
14644,CC(=O)C1CC(O)CO1,CC(O)C1CC(O)CO1,-459.694847,-460.885376,1,1.53,61.504963
14645,CC(=O)C1CCC(O)C1,CC(O)C1CCC(O)C1,-423.788389,-424.976876,1,1.55,56.143692
14646,CC1CCC(C=O)=C1C,CC1CCC(CO)C1C,-386.666672,-389.05368,2,3.15,69.3158255
14647,CC1OCC(C=O)=C1C,CC1OCC(CO)C1C,-422.570821,-424.959474,2,3.1,71.47529925
14648,CC1CCC(C=O)=CC1,CC1CCC(CO)CC1,-386.670654,-389.061448,2,3.15,74.285897
14649,CC1CCC(C=O)C1=O,CC1CCC(CO)C1O,-422.594532,-424.9729,2,3.1,57.9736655
14650,CC1COC(C=O)C1=O,CC1COC(CO)C1O,-458.493935,-460.87967,2,3.05,67.64469475
14651,CC1C(O)CCC1C=O,CC1C(O)CCC1CO,-423.781058,-424.970098,1,1.55,57.5955935
14652,CC1C(O)COC1C=O,CC1C(O)COC1CO,-459.682545,-460.879856,1,1.53,79.311104
14653,CC1CCC(C=O)C1C,CC1CCC(CO)C1C,-387.859677,-389.05368,1,1.57,70.62595
14654,CC1CCC(C=O)C1O,CC1CCC(CO)C1O,-423.77949,-424.9729,1,1.55,69.0690285
14655,CC1COC(C=O)C1C,CC1COC(CO)C1C,-423.763544,-424.963817,1,1.55,87.087835
14656,CC1COC(C=O)C1O,CC1COC(CO)C1O,-459.68026,-460.87967,1,1.53,84.8220285
14657,CC1OCC(C=O)C1C,CC1OCC(CO)C1C,-423.767378,-424.959474,1,1.55,65.6191215
14658,CC1OCC(C=O)C1O,CC1OCC(CO)C1O,-459.685195,-460.879433,1,1.53,71.2429425
14659,CC1CCC(C=O)C=C1,CC1CCC(CO)CC1,-386.659342,-389.061448,2,3.15,89.135725
14660,CC1CCC(CC=O)=C1,CC1CCC(CCO)C1,-386.656535,-389.053113,2,3.15,81.878843
14661,CC1CC(CC=O)CO1,CC1CC(CCO)CO1,-423.768716,-424.961372,1,1.55,67.0894015
14662,CC1CCC(CC=O)C1,CC1CCC(CCO)C1,-387.861554,-389.053113,1,1.57,64.209228
14663,CC1CCC(CC=O)O1,CC1CCC(CCO)O1,-423.773375,-424.96626,1,1.55,67.690641
14664,CC1COC(CC=O)C1,CC1COC(CCO)C1,-423.769091,-424.961871,1,1.55,67.4149635
14665,CC1COC(CC=O)O1,CC1COC(CCO)O1,-459.683181,-460.876838,1,1.53,69.717527
14666,CC1OCC(CC=O)O1,CC1OCC(CCO)O1,-459.684053,-460.877882,1,1.53,70.169113
14667,CC(=O)C1(C)CCC1O,CC(O)C1(C)CCC1O,-423.768026,-424.948182,1,1.55,34.2706515
14668,CC(=O)C1(C)OCC1O,CC(O)C1(C)OCC1O,-459.675402,-460.864118,1,1.53,56.7449315
14669,CC(=O)C1(O)CCC1O,CC(O)C1(O)CCC1O,-459.682957,-460.874205,1,1.53,63.3926975
14670,CC1(CC=O)CCC1O,CC1(CCO)CCC1O,-423.75368,-424.945302,1,1.55,64.3746345
14671,CC1(CC=O)OCC1O,CC1(CCO)OCC1O,-459.662655,-460.854912,1,1.53,66.041827
14672,CC1CCC1(C)CC=O,CC1CCC1(C)CCO,-387.837147,-389.028375,1,1.57,63.3401875
14673,CC1CCC1(O)CC=O,CC1CCC1(O)CCO,-423.759404,-424.946456,1,1.55,52.3760995
14674,CC1COC1(C)CC=O,CC1COC1(C)CCO,-423.748064,-424.939637,1,1.55,64.245985
14675,CC1OCC1(C)CC=O,CC1OCC1(C)CCO,-423.745028,-424.936975,1,1.55,65.227922
14676,CC1OCC1(O)CC=O,CC1OCC1(O)CCO,-459.666812,-460.854917,1,1.53,55.140751
14677,CC1CCC1(C=O)C=O,CC1CCC1(CO)CO,-422.555593,-424.944428,2,3.1,71.71421975
14678,CC1COC1(C=O)C=O,CC1COC1(CO)CO,-458.458521,-460.853996,2,3.05,80.43087975
14679,CC1OCC1(C=O)C=O,CC1OCC1(CO)CO,-458.459713,-460.852592,2,3.05,77.02298075
14680,CC1CCC11CC(=O)C1,CC1CCC11CC(O)C1,-386.627793,-387.81511,1,1.6,53.071857
14681,CC1COC11CC(=O)C1,CC1COC11CC(O)C1,-422.537666,-423.725842,1,1.57,55.3271615
14682,CC1OCC11CC(=O)C1,CC1OCC11CC(O)C1,-422.534963,-423.722987,1,1.57,54.9280855
14683,CC1CCC11CC1C=O,CC1CCC11CC1CO,-386.616234,-387.803318,1,1.6,52.4601155
14684,CC1CCC11NC1C=O,CC1CCC11NC1CO,-402.65495,-403.848194,1,1.59,68.6331955
14685,CC1CCC11OC1C=O,CC1CCC11OC1CO,-422.526206,-423.720838,1,1.57,72.2773895
14686,CC1COC11CC1C=O,CC1COC11CC1CO,-422.521362,-423.711189,1,1.57,59.661862
14687,CC1OCC11CC1C=O,CC1OCC11CC1CO,-422.52225,-423.71186,1,1.57,59.0921285
14688,CC1OCC11NC1C=O,CC1OCC11NC1CO,-438.560273,-439.75466,1,1.56,71.634142
14689,CC1OCC11OC1C=O,CC1OCC11OC1CO,-458.430472,-459.626402,1,1.55,75.6852885
14690,CC1CCC11CC=CC1,CC1CCC11CCCC1,-350.716312,-351.923131,1,1.62,104.274358
14691,CC1COC11CC=CC1,CC1COC11CCCC1,-386.627157,-387.83569,1,1.6,108.774465
14692,CC1OCC11CC=CC1,CC1OCC11CCCC1,-386.62494,-387.83221,1,1.6,105.4584585
14693,OC1CCC11CC=CC1,OC1CCC11CCCC1,-386.633618,-387.841055,1,1.6,105.896917
14694,OC1COC11CC=CC1,OC1COC11CCCC1,-422.54194,-423.750246,1,1.57,108.1784765
14695,CC1CCC11CCC1=O,CC1CCC11CCC1O,-386.627668,-387.814459,1,1.6,51.690844
14696,CC1CCC11OCC1=O,CC1CCC11OCC1O,-422.536058,-423.724607,1,1.57,56.306473
14697,CC1COC11CCC1=O,CC1COC11CCC1O,-422.534734,-423.727762,1,1.57,68.0660875
14698,CC1OCC11CCC1=O,CC1OCC11CCC1O,-422.534701,-423.722422,1,1.57,54.132559
14699,CC1OCC11NCC1=O,CC1OCC11NCC1O,-438.57074,-439.759391,1,1.56,56.574274
14700,CC1OCC11OCC1=O,CC1OCC11OCC1O,-458.440288,-459.630979,1,1.55,61.930294
14701,OC1CCC11CCC1=O,OC1CCC11CCC1O,-422.544589,-423.733252,1,1.57,56.60578
14702,OC1CCC11OCC1=O,OC1CCC11OCC1O,-458.452042,-459.642181,1,1.55,60.481018
14703,CC1CCC11CCC=C1,CC1CCC11CCCC1,-350.716651,-351.923131,1,1.62,103.3843135
14704,CC1COC11CCC=C1,CC1COC11CCCC1,-386.627373,-387.83569,1,1.6,108.207357
14705,CC1OCC11CCC=C1,CC1OCC11CCCC1,-386.625406,-387.83221,1,1.6,104.2349755
14706,OC1CCC11CCC=C1,OC1CCC11CCCC1,-386.633844,-387.841055,1,1.6,105.303554
14707,OC1COC11CCC=C1,OC1COC11CCCC1,-422.542602,-423.750246,1,1.57,106.4403955
14708,CC1CCC1C#CC=O,CC1CCC1CCCO,-385.390458,-389.02249,3,4.72,114.4044122
14709,CC1COC1C#CC=O,CC1COC1CCCO,-421.292595,-424.931298,3,4.65,120.242649
14710,CC1OCC1C#CC=O,CC1OCC1CCCO,-421.29713,-424.931969,3,4.65,116.861005
14711,CC1CCC1C(=O)C=O,CC1CCC1C(O)CO,-422.555413,-424.944221,2,3.1,71.6787755
14712,CC1COC1C(=O)C=O,CC1COC1C(O)CO,-458.457199,-460.85307,2,3.05,80.95072875
14713,CC1OCC1C(=O)C=O,CC1OCC1C(O)CO,-458.462862,-460.851843,2,3.05,71.90588125
14714,CC(=O)CC1CCC1O,CC(O)CC1CCC1O,-423.75947,-424.944696,1,1.55,47.5819365
14715,CC(=O)CC1OCC1O,CC(O)CC1OCC1O,-459.664948,-460.85643,1,1.53,64.0070645
14716,CC1CCC1CCC=O,CC1CCC1CCCO,-387.830658,-389.02249,1,1.57,64.9259895
14717,CC1CCC1OCC=O,CC1CCC1OCCO,-423.733891,-424.931376,1,1.55,79.767941
14718,CC1COC1CCC=O,CC1COC1CCCO,-423.739799,-424.931298,1,1.55,64.051698
14719,CC1OCC1CCC=O,CC1OCC1CCCO,-423.73946,-424.931969,1,1.55,66.703453
14720,CC1OCC1OCC=O,CC1OCC1OCCO,-459.639731,-460.837723,1,1.53,81.0990695
14721,CC1CCC2(CC2)C1=O,CC1CCC2(CC2)C1O,-386.659006,-387.83799,1,1.6,31.1935655
14722,CC1CCC2(CN2)C1=O,CC1CCC2(CN2)C1O,-402.689659,-403.881006,1,1.59,63.652622
14723,CC1CCC2(CO2)C1=O,CC1CCC2(CO2)C1O,-422.560252,-423.746131,1,1.57,49.296388
14724,CC1COC2(CC2)C1=O,CC1COC2(CC2)C1O,-422.55862,-423.741076,1,1.57,40.3093015
14725,CC1OCC2(CC2)C1=O,CC1OCC2(CC2)C1O,-422.559134,-423.741483,1,1.57,40.028373
14726,CC1OCC2(CN2)C1=O,CC1OCC2(CN2)C1O,-438.589058,-439.778633,1,1.56,59.000236
14727,CC1OCC2(CO2)C1=O,CC1OCC2(CO2)C1O,-458.459182,-459.655893,1,1.55,77.735804
14728,OC1CCC2(CC2)C1=O,OC1CCC2(CC2)C1O,-422.573681,-423.756042,1,1.57,40.059879
14729,OC1CCC2(CN2)C1=O,OC1CCC2(CN2)C1O,-438.603624,-439.798332,1,1.56,72.4769275
14730,OC1CCC2(CO2)C1=O,OC1CCC2(CO2)C1O,-458.47387,-459.668014,1,1.55,70.9961455
14731,OC1COC2(CC2)C1=O,OC1COC2(CC2)C1O,-458.470756,-459.659364,1,1.55,56.4613775
14732,CC1CCC2(CC2)C=C1,CC1CCC2(CC2)CC1,-350.721261,-351.931106,1,1.62,112.219121
14733,CC1CCC2(CO2)C=C1,CC1CCC2(CO2)CC1,-386.63202,-387.842902,1,1.6,114.9417645
